gene_symbol,Col6a3
parameter_name,Percent time in dark
parameter_id,JAX_LDT_008_001
pvalue,0.8887289
mouse_strain,C57BL
gene_accession_id,MGI:88461
analysis_id,35bkg05ki87926o
mouse_life_stage,Early adult
