parameter_name,Magnesium
pvalue,0.8450728
gene_symbol,Kif24
mouse_life_stage,Early adult
gene_accession_id,MGI:1918345
parameter_id,M-G-P_025_001_030
analysis_id,3362tafffff6289
mouse_strain,C57BL
