parameter_name,Periphery average speed
gene_symbol,Ints7
pvalue,0.38039
gene_accession_id,MGI:1924315
analysis_id,btr44wy911p98b0
parameter_id,ESLIM_007_001_009
mouse_life_stage,Early adult
mouse_strain,C57BL
