mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,61q321kd9i38d41
parameter_name,Cornea vascularisation
parameter_id,ESLIM_014_001_008
pvalue,0.9715262
gene_accession_id,MGI:894679
gene_symbol,Bach2
