gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,MGP_PBI_001_001
pvalue,0.9899139
parameter_name,Total T cell percentage
analysis_id,5e0725s2z59u3p4
