gene_symbol,Nanp
mouse_life_stage,Early adult
pvalue,0.771867
mouse_strain,C57BL
parameter_name,Vibrissae - appearance
gene_accession_id,MGI:1914561
parameter_id,HMGULA_DYS_024_001
analysis_id,03yd945891ho1a4
