gene_symbol,Tiprl
analysis_id,8d09019a00g9wov
mouse_strain,C57BL
parameter_id,MGP_IMM_067_001
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
parameter_name,CD11b-low cDC - % of cDC
pvalue,0.6955282
