parameter_id,MGP_IMM_048_001
mouse_strain,C57BL
pvalue,0.1799085
gene_symbol,Sdcbp2
gene_accession_id,MGI:2385156
analysis_id,gq68n60x8u7zk1p
mouse_life_stage,Early adult
parameter_name,Follicular B cells - % of B2 cells
