mouse_life_stage,Late adult
gene_accession_id,MGI:109356
parameter_name,Effector CD4- NKT cells - % of CD45+
gene_symbol,SNAP23
analysis_id,k5v445dh1f88t1o
mouse_strain,C57BL
pvalue,0.5658392
parameter_id,MGP_IMM_092_001
