gene_symbol,Tiprl
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,IMPC_IMM_055_001
parameter_name,NK Subsets (Q2)
gene_accession_id,MGI:1915087
analysis_id,2n5i1l7s30dpb4q
pvalue,0.6184406
