gene_symbol,Bcs1l
parameter_id,MGP_IMM_089_001
mouse_life_stage,E9.5
parameter_name,KLRG1+ gd T cells - % of CD45+
gene_accession_id,MGI:1914071
mouse_strain,C57BL
analysis_id,96m8dp573zk69e7
pvalue,0.8015229
