gene_symbol,Jun
mouse_life_stage,E9.5
parameter_id,IMPC_IMM_064_001
pvalue,0.4991252
parameter_name,B1B Cells
mouse_strain,C57BL
analysis_id,2254073aa10jn3l
gene_accession_id,MGI:96646
