gene_symbol,Fgb
parameter_name,White blood cell-count
pvalue,0.3862628
parameter_id,M-G-P_016_001_001
mouse_life_stage,E12.5
analysis_id,06k09k98yj12y22
gene_accession_id,MGI:99501
mouse_strain,C57BL
