parameter_id,IMPC_XRY_065_001
mouse_life_stage,E15.5
pvalue,0.05274171
parameter_name,Lumbar processes
mouse_strain,C57BL
gene_accession_id,MGI:95457
gene_symbol,Mecom
analysis_id,13c90up17507c9e
