gene_symbol,Psmd14
mouse_life_stage,Early adult
pvalue,0.4903706
gene_accession_id,MGI:1913284
parameter_name,Follicular B Cells (CD21/35+)
analysis_id,b71umv4g0e2cr89
mouse_strain,C54BL
parameter_id,IMPC_IMM_067_001
