parameter_id,IMPC_CBC_008_001
mouse_life_stage,Early adult
parameter_name,Total bilirubin
mouse_strain,C57BL
gene_symbol,Traf6
gene_accession_id,MGI:108072
analysis_id,0a8r846w4d9ghs8
pvalue,0.2949062
