parameter_id,IMPC_DXA_007_001
gene_accession_id,MGI:2685266
mouse_strain,C57BL
analysis_id,3k3yp9rlvvopx5w
gene_symbol,Pglyrp3
parameter_name,BMC/Body weight
mouse_life_stage,Early adult
pvalue,0.9438502
