gene_symbol,Nanp
mouse_life_stage,E18.5
pvalue,0.8036419
mouse_strain,C57BL
analysis_id,4x79v82s4b26bai
parameter_id,JAXLA_CBC_015_001
parameter_name,Total cholesterol
gene_accession_id,MGI:1914561
