gene_symbol,Bmi1
pvalue,0.4546292
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
analysis_id,7ar73d8e908vf4p
mouse_strain,C57BL
parameter_id,MGP_PBI_010_001
