parameter_id,IMPC_DXA_009_001
gene_accession_id,MGI:1914515
mouse_strain,C57BL
pvalue,0.7335534
gene_symbol,Slc39a10
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
analysis_id,d18c0o6930b2vjm
