gene_symbol,Frmpd1
mouse_life_stage,Early adult
pvalue,0.3944221
mouse_strain,C57BL
parameter_name,Tibia length
gene_accession_id,MGI:2446274
analysis_id,56344ynomc2f62y
parameter_id,IMPC_XRY_033_001
