parameter_name,Creatinine
pvalue,0.4084236
gene_accession_id,MGI:1921262
mouse_life_stage,Early adult
gene_symbol,Rap2b
parameter_id,HMGULA_CBC_005_001
analysis_id,vf4qiw4v7d7h9s3
mouse_strain,C57BL
