parameter_id,MGP_PBI_003_001
analysis_id,94e27oi29a3tok8
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Dnajc6
pvalue,0.3077782
gene_accession_id,MGI:1919935
parameter_name,CD4+ alpha beta T cell percentage
