parameter_id,JAXLA_CSD_022_001
gene_symbol,Inpp1
analysis_id,28k0090l77u5p9b
parameter_name,Hindlimbs - size
mouse_strain,C57BL
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
pvalue,0.4258682
