parameter_name,Distance travelled - total
pvalue,0.314441
mouse_life_stage,Early adult
analysis_id,9y025u8d898sgzo
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_020_001
gene_symbol,Rap2b
gene_accession_id,MGI:1921262
