gene_symbol,Eprs1
pvalue,0.1244438
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_IMM_081_001
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
analysis_id,87yd90a5zd65n71
mouse_strain,C57BL
