gene_accession_id,MGI:1913506
gene_symbol,Ssr2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_064_001
pvalue,0.8243652
parameter_name,Total CD4+ T cells - % of CD45+
analysis_id,qi4le1981sia4hl
