mouse_life_stage,Late adult
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_id,IMPC_CSD_012_001
analysis_id,7d8tx850pdnjyq4
gene_symbol,Slc30a4
parameter_name,Coat - hair distribution - head
pvalue,0.09082019
