gene_symbol,Fgb
analysis_id,5b8ihi99rxaw1m4
mouse_strain,C57BL
gene_accession_id,MGI:99501
parameter_name,DN CD25- NKT cells
parameter_id,IMPC_IMM_025_001
pvalue,0.1714436
mouse_life_stage,E12.5
