parameter_id,IMPC_GEP_084_001
gene_accession_id,MGI:1919949
pvalue,0.3426252
mouse_strain,C57BL
parameter_name,Limb morphology
analysis_id,lc80vw81609k814
mouse_life_stage,Early adult
gene_symbol,Lime1
