mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_017_001
pvalue,0.1130822
mouse_strain,C57BL
gene_accession_id,MGI:1338849
parameter_name,Triglycerides
gene_symbol,S100a3
analysis_id,0g9hgn0ptytly6w
