mouse_strain,129SV
parameter_id,IMPC_CBC_015_001
analysis_id,s0901v0757i057q
pvalue,0.3043972
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
parameter_name,Total cholesterol
mouse_life_stage,Early adult
