parameter_id,IMPC_OFD_018_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,d6h9p2kke789eyw
gene_symbol,Steap3
parameter_name,Latency to center entry
pvalue,0.7328577
gene_accession_id,MGI:1915678
