parameter_id,M-G-P_005_001_004
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_symbol,Hnf4a
analysis_id,9g3j3517et475oc
parameter_name,Bone Mineral Density (excluding skull)
pvalue,0.2324484
gene_accession_id,MGI:109128
