parameter_name,Weight
mouse_life_stage,Early adult
pvalue,0.6065374
mouse_strain,C57BL
gene_symbol,Hspa5
analysis_id,90l9354pe550on4
parameter_id,CCP_LFO_001_001
gene_accession_id,MGI:95835
