gene_symbol,Kdm4c
parameter_id,MGP_CSD_067_001
mouse_strain,C57BL
gene_accession_id,MGI:1924054
parameter_name,Snout size
analysis_id,b2ia1k09jhjt26m
pvalue,0.9580933
mouse_life_stage,Early adult
