gene_symbol,Nucks1
parameter_name,Stroke Volume
analysis_id,x3up0l2r1fxqvq1
gene_accession_id,MGI:1934811
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_003_001
mouse_strain,C57BL
pvalue,0.3463099
