mouse_strain,129SV
parameter_id,M-G-P_014_001_010
gene_symbol,Arpc2
gene_accession_id,MGI:1923959
analysis_id,7dfj4le75011dq5
mouse_life_stage,Early adult
pvalue,0.9969467
parameter_name,lens opacity
