pvalue,0.4184716
mouse_life_stage,Early adult
gene_accession_id,MGI:95457
analysis_id,45e681n64f0p025
parameter_id,JAX_ROT_002_001
parameter_name,Average duration
mouse_strain,C3H
gene_symbol,Mecom
