parameter_id,MGP_MLN_014_001
gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
mouse_strain,C57BL
pvalue,0.06161507
analysis_id,h6341615zb0qjc8
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_life_stage,Early adult
