pvalue,0.4447814
mouse_strain,C57BL
parameter_id,IMPC_ECG_028_001
gene_symbol,Mecom
parameter_name,QT
analysis_id,e403vq06l165752
mouse_life_stage,E15.5
gene_accession_id,MGI:95457
