gene_symbol,Bpifa3
parameter_name,Effector CD4+ T helper cells - % of CD45+
mouse_strain,C57BL
gene_accession_id,MGI:1920638
analysis_id,ahy2354ye42c633
pvalue,0.5087728
parameter_id,MGP_IMM_073_001
mouse_life_stage,Early adult
