gene_symbol,Sass6
mouse_strain,C57BL
parameter_name,Lean mass
analysis_id,xqi8z7d8e4af4qm
parameter_id,JAXLA_DXA_003_001
mouse_life_stage,E12.5
pvalue,0.2037789
gene_accession_id,MGI:1920026
