gene_symbol,Mecom
parameter_name,Hemoglobin
mouse_life_stage,E12.5
analysis_id,i842t0b211s0525
mouse_strain,C57BL
pvalue,0.5457148
parameter_id,IMPC_HEM_003_001
gene_accession_id,MGI:95457
