parameter_name,Phosphorus
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_010_001
gene_accession_id,MGI:1332236
analysis_id,v8gn91jy7b42xqx
mouse_strain,129SV
gene_symbol,Cds2
pvalue,0.09841147
