gene_symbol,Nanp
pvalue,0.3145805
parameter_name,NKT cells (panel A)
parameter_id,IMPC_IMM_004_001
gene_accession_id,MGI:1914561
mouse_strain,C57BL
analysis_id,i4697x0uze5jjjm
mouse_life_stage,E18.5
