parameter_name,Weight
gene_accession_id,MGI:1920638
parameter_id,CCP_LFO_001_001
analysis_id,9pr0nwb8g8bzg0t
pvalue,0.2100262
mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Bpifa3
