gene_accession_id,MGI:97613
gene_symbol,Plcb1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_025_001
pvalue,0.8715563
parameter_name,Tibia
analysis_id,56dwa2pl8xa6k54
