mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
parameter_name,Neutrophil differential count
pvalue,0.4175448
gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,0xl7aqe334qv04d
parameter_id,IMPC_HEM_029_001
