gene_symbol,Mms22l
pvalue,0.6508675
parameter_id,IMPC_OFD_017_001
gene_accession_id,MGI:2684980
mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,w4122l6s60t61hj
parameter_name,Center average speed
