mouse_strain,C57BL
parameter_name,CD4+ T helper cells - % of CD45+
analysis_id,cj7z28x7904zaym
mouse_life_stage,Early adult
pvalue,0.1551798
gene_accession_id,MGI:1914561
gene_symbol,Nanp
parameter_id,MGP_MLN_065_001
