parameter_id,IMPC_GEL_060_001
gene_symbol,Tatdn3
analysis_id,9w26y1l5d96745u
parameter_name,Neural tube morphology
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1916222
pvalue,0.8094759
