gene_symbol,Bcs1l
analysis_id,c1d13ua3gn02yqb
mouse_strain,C57BL
pvalue,0.2406294
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_050_001
gene_accession_id,MGI:1914071
parameter_name,Neutrophils
