gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,Creatinine
pvalue,0.5992513
analysis_id,92jf48i9vdsoty0
mouse_life_stage,E9.5
parameter_id,JAX_URI_002_001
