parameter_id,HRWLLA_OFD_020_001
pvalue,0.8488528
gene_symbol,Trdmt1
mouse_life_stage,Early adult
gene_accession_id,MGI:1274787
mouse_strain,C57BL
analysis_id,6k83674e58u5074
parameter_name,Distance travelled - total
