parameter_id,IMPC_GEP_076_001
analysis_id,283c9ztql9j057q
pvalue,0.5346315
gene_accession_id,MGI:1346088
mouse_strain,C57BL
gene_symbol,Cd52
mouse_life_stage,Early adult
parameter_name,Cleft palate
