parameter_name,Periphery average speed
gene_accession_id,MGI:1339969
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Early adult
analysis_id,w3i02620r7a5qhb
gene_symbol,Gja10
pvalue,0.701891
