parameter_id,IMPC_ACS_033_001
analysis_id,63x18r5sje78e95
pvalue,0.9690502
mouse_life_stage,Early adult
gene_symbol,Casq1
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,C57BL
gene_accession_id,MGI:1309468
