mouse_life_stage,Late adult
parameter_id,IMPC_IMM_050_001
mouse_strain,C57BL
analysis_id,7qyfam074i3kop1
gene_symbol,Snap23
gene_accession_id,MGI:109356
pvalue,0.08293574
parameter_name,Neutrophils
