gene_symbol,Pex19
parameter_id,IMPC_CBC_009_001
parameter_name,Calcium
analysis_id,t3ms9a37j8yr769
gene_accession_id,MGI:1334458
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3659717
