parameter_id,IMPC_CSD_078_001
gene_accession_id,MGI:1920344
analysis_id,9587502d89900xm
mouse_life_stage,Early adult
pvalue,0.325044
gene_symbol,Sgip1
parameter_name,Vocalization
mouse_strain,C57BL
