Gene_symbol,Mapkap1
Gene_accession_id,MGI:2444554
Parameter_name,Lean mass
analysis_id,20d0el9u3kvs344
Pvalue,0.098128
Mouse_strain,C57BL
Parameter_id,JAXLA_DXA_003_001
Mouse_life_stage,E15.5
