parameter_id,IMPC_OFD_020_001
analysis_id,2aw1i99f4jr80cb
gene_symbol,Car13
mouse_strain,C57BL
gene_accession_id,MGI:1931322
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
pvalue,0.6073749
