parameter_id,IMPC_HEM_036_001
analysis_id,152t3r9796n5n49
parameter_name,Eosinophil cell count
gene_accession_id,MGI:2673000
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Trim46
pvalue,0.6119558
